test_id,is_female
15489,0.39
15490,1
15491,0
15492,0.26
15493,0.05
15494,0.84
15495,0.01
15496,0.9
15497,0.41
15498,0.97
15499,0.01
15500,0.9
15501,0.1
15502,0.84
15503,0.84
15504,0.05
15505,0.8
15506,0.18
15507,0.46
15508,0.59
15509,0.97
15510,0.05
15511,0.03
15512,0.04
15513,0.06
15514,0.8
15515,1
15516,0.02
15517,0.8
15518,0.08
15519,0.12
15520,0.61
15521,0.24
15522,0.3
15523,0.86
15524,0.01
15525,0.06
15526,0.99
15527,0.77
15528,0.35
15529,0.64
15530,0.9
15531,0.84
15532,0.11
15533,0.02
15534,0.03
15535,0.06
15536,0.05
15537,0.31
15538,0.94
15539,0.16
15540,0.22
15541,0.94
15542,0.85
15543,0.06
15544,0.99
15545,0.15
15546,0.73
15547,0.97
15548,0.77
15549,0.11
15550,0.5
15551,0.88
15552,0.91
15553,0.99
15554,0.68
15555,0.08
15556,0.67
15557,0.88
15558,0.23
15559,1
15560,0.55
15561,0.08
15562,1
15563,0.48
15564,0.25
15565,0.08
15566,0.46
15567,1
15568,0.95
15569,0.33
15570,0.97
15571,0.27
15572,0.46
15573,0.12
15574,0.99
15575,0.93
15576,0.76
15577,0.77
15578,0.18
15579,0.12
15580,0.69
15581,0.95
15582,0.01
15583,0.19
15584,0.99
15585,0.77
15586,0
15587,0.82
15588,0.02
15589,0.06
15590,0.96
15591,0.86
15592,0.73
15593,0.83
15594,0.98
15595,0.23
15596,0.11
15597,0.28
15598,0.95
15599,0.34
15600,0.64
15601,0.97
15602,0.98
15603,0.36
15604,0.08
15605,0.59
15606,0.12
15607,0.97
15608,0.01
15609,0.29
15610,0.19
15611,0.87
15612,0.04
15613,0.16
15614,0.22
15615,0.77
15616,0.93
15617,0.17
15618,0.92
15619,0.95
15620,0.02
15621,0.94
15622,0.9
15623,0.03
15624,0.03
15625,0.21
15626,1
15627,0.06
15628,0.99
15629,0.09
15630,0.65
15631,0.84
15632,0.02
15633,0.05
15634,0.02
15635,0.2
15636,0.1
15637,1
15638,0.97
15639,0.22
15640,0.54
15641,0.72
15642,0.79
15643,0.68
15644,0.98
15645,0.36
15646,0.89
15647,0.12
15648,0.59
15649,0.2
15650,0.98
15651,0.69
15652,0.73
15653,0.19
15654,0.84
15655,0.11
15656,0.9
15657,0.02
15658,0.31
15659,0.65
15660,0.7
15661,0.18
15662,0.06
15663,0.42
15664,0.98
15665,0.99
15666,0.19
15667,0.28
15668,0.41
15669,0.7
15670,0.48
15671,0.11
15672,0.12
15673,0.96
15674,0.98
15675,0.14
15676,0.1
15677,0.03
15678,0.75
15679,0.45
15680,0.5
15681,0.05
15682,0.9
15683,0.86
15684,0.98
15685,0.95
15686,0.17
15687,0.33
15688,0.1
15689,0.46
15690,0.61
15691,0.46
15692,0.19
15693,0.25
15694,0.24
15695,0.74
15696,0.62
15697,0.08
15698,0.85
15699,0.41
15700,0.99
15701,0.95
15702,1
15703,0.02
15704,0.41
15705,1
15706,0.73
15707,0.99
15708,0.37
15709,0.63
15710,0.78
15711,0.59
15712,0.97
15713,0.19
15714,0.83
15715,1
15716,0.86
15717,0.88
15718,0
15719,0.95
15720,0.81
15721,0
15722,0.97
15723,0.15
15724,0.02
15725,0.48
15726,0.18
15727,1
15728,0.33
15729,0.99
15730,0.41
15731,1
15732,0.42
15733,0.58
15734,0.11
15735,0.18
15736,0.89
15737,0.97
15738,0.83
15739,0.29
15740,0.04
15741,0.98
15742,0.78
15743,0.26
15744,0.803020721
15745,0.99
15746,0.7
15747,0.04
15748,0.13
15749,0.88
15750,1
15751,0.97
15752,0.79
15753,0.35
15754,1
15755,0.77
15756,0.94
15757,0.8
15758,0.74
15759,0.11
15760,0.03
15761,0.72
15762,0.99
15763,0.94
15764,0.974639867
15765,0.49
15766,0.29
15767,0.8
15768,0.03
15769,0.75
15770,0.99
15771,0.67
15772,0.18
15773,0.99
15774,0.95
15775,0
15776,0.87
15777,0.2
15778,0.2
15779,0.92
15780,0.75
15781,0.98
15782,0.93
15783,1
15784,0.96
15785,0.28
15786,0.14
15787,0.2
15788,0.16
15789,0.08
15790,0.98
15791,0.42
15792,0.92
15793,0.94
15794,0.65
15795,0.05
15796,0.05
15797,0.76
15798,0.04
15799,0.15
15800,0.92
15801,0.69
15802,0.92
15803,0.31
15804,0.66
15805,0.56
15806,0.59
15807,0.09
15808,0.15
15809,0.2
15810,0.05
15811,0.37
15812,0.56
15813,0.98
15814,0.61
15815,0.05
15816,1
15817,0.99
15818,0.27
15819,0.08
15820,0.06
15821,0.07
15822,0.08
15823,0.51
15824,0.22
15825,0.13
15826,0.89
15827,0.97
15828,0.94
15829,0.99
15830,0.61
15831,0.45
15832,0.99
15833,0.381997779
15834,0.07
15835,0.01
15836,0.92
15837,0.98
15838,0.62
15839,0.09
15840,0.78
15841,0.19
15842,0.14
15843,0.91
15844,0.67
15845,0.34
15846,0.99
15847,0.79
15848,0.12
15849,0.25
15850,0.63
15851,0.02
15852,0.02
15853,0.78
15854,0.89
15855,0.16
15856,0.09
15857,0.644639867
15858,0.25
15859,0.07
15860,0.08
15861,0.03
15862,0
15863,0.42
15864,0.93
15865,0.86
15866,0.65
15867,0.26
15868,0.99
15869,0.22
15870,0.88
15871,0.78
15872,0.59
15873,0.73
15874,0.59
15875,0.94
15876,0.29
15877,0.05
15878,0.98
15879,0.82
15880,0.29
15881,0.07
15882,0.96
15883,0.59
15884,0.46
15885,0.3
15886,0.06
15887,0.63
15888,0.99
15889,0.85
15890,0.19
15891,0.27
15892,0.96
15893,0.41
15894,1
15895,0.14
15896,0.06
15897,0.81
15898,0.99
15899,0.1
15900,0.66
15901,0.51
15902,0.97
15903,0.88
15904,0.01
15905,1
15906,0.09
15907,0.99
15908,0.95
15909,0.13
15910,0.07
15911,0.09
15912,0.15
15913,0.86
15914,0.97
15915,0.53
15916,0.98
15917,0.13
15918,0.25
15919,0.98
15920,0.12
15921,0.58
15922,0.14
15923,0.79
15924,0.04
15925,0.84
15926,0.01
15927,0.15
15928,0.99
15929,0.08
15930,0.1
15931,0
15932,0.13
15933,0
15934,0.54
15935,0.09
15936,0.99
15937,0.44
15938,0.01
15939,0.97
15940,0.53
15941,0.62
15942,0.55
15943,0.25
15944,0.4
15945,0.21
15946,0.15
15947,0.51
15948,0.28
15949,0.09
15950,0
15951,0.51
15952,0.14
15953,0.34
15954,0.93
15955,0.1
15956,0.92
15957,0.06
15958,0.92
15959,0.57
15960,0.644639867
15961,0.31
15962,0.07
15963,0.78
15964,0.88
15965,0.22
15966,0.7
15967,0.95
15968,0.99
15969,0.24
15970,0.96
15971,0.47
15972,0.54
15973,0.41
15974,0.54
15975,0.1
15976,0.95
15977,0.01
15978,0.14
15979,0.5
15980,0.81
15981,0.04
15982,0.62
15983,0.71
15984,0.25
15985,0.48
15986,0.91
15987,0.11
15988,0
15989,0.67
15990,0.11
15991,0.05
15992,0.26
15993,0.91
15994,0.94
15995,0.29
15996,0.3
15997,0.44
15998,0.05
15999,0.17
16000,0.86
16001,0.01
16002,0.95
16003,0.58
16004,0.99
16005,0.98
16006,0.03
16007,0.43
16008,0.67
16009,0.97
16010,0.11
16011,0.02
16012,0.23
16013,0.706698974
16014,0.73
16015,0.75
16016,0.41
16017,0.06
16018,0.97
16019,0.76
16020,0.97
16021,0.97
16022,0.56
16023,0.79
16024,0.17
16025,0.77
16026,0.01
16027,0.18
16028,0
16029,0.67
16030,0.67
16031,0.16
16032,0.98
16033,0.93
16034,0.3
16035,0.89
16036,1
16037,0.21
16038,0.34
16039,0.52
16040,0.46
16041,0.99
16042,1
16043,0.35
16044,0.47
16045,0.98
16046,0.06
16047,0.07
16048,0.95
16049,0.24
16050,0.01
16051,0.01
16052,0.13
16053,0.31
16054,1
16055,0.99
16056,0.1
16057,0.75
16058,0.97
16059,0.13
16060,0.9
16061,0.03
16062,0.07
16063,0.84
16064,0.65
16065,0.03
16066,0.13
16067,0
16068,0.98
16069,0.99
16070,0.99
16071,0.98
16072,0.69
16073,0.12
16074,0.26
16075,0.87
16076,0.95
16077,0.59
16078,0.9
16079,0.23
16080,0.45
16081,0.64
16082,0
16083,0.07
16084,0.7
16085,0.37
16086,0.41
16087,0.87
16088,0.14
16089,0.09
16090,0.98
16091,0.32
16092,0.35
16093,0.45
16094,0.02
16095,0.21
16096,0.51
16097,0.01
16098,0.01
16099,0.58
16100,0.03
16101,0.61
16102,0.88
16103,0.1
16104,0.22
16105,0.99
16106,0.95
16107,0.31
16108,1
16109,0.94
16110,0.63
16111,0.11
16112,0.02
16113,0.07
16114,0.3
16115,0.02
16116,0.65
16117,0.74
16118,0.8
16119,0.01
16120,0.94
16121,0.03
16122,0.98
16123,0.88
16124,0.04
16125,0.55
16126,0.18
16127,0.97
16128,0.21
16129,0.54
16130,0.54
16131,0.41
16132,0.99
16133,0.13
16134,0.1
16135,0.06
16136,0.97
16137,0.33
16138,0.21
16139,0.34
16140,0.03
16141,0.7
16142,1
16143,0.05
16144,0.95
16145,0.22
16146,0.99
16147,0.01
16148,1
16149,0.09
16150,0.95
16151,0.27
16152,1
16153,0.14
16154,0.65
16155,0.89
16156,0.95
16157,0.96
16158,0.86
16159,0.77
16160,0.23
16161,0.01
16162,0.06
16163,0.26
16164,1
16165,0.38
16166,0.65
16167,0.09
16168,0.3
16169,0.06
16170,0.99
16171,0.99
16172,0.08
16173,0.04
16174,0.96
16175,0.02
16176,0.09
16177,0.89
16178,0.16
16179,0.98
16180,0.18
16181,0.24
16182,0.33
16183,0.9
16184,0.98
16185,0.91
16186,0.01
16187,0.88
16188,0.97
16189,0.95
16190,0.98
16191,0.88
16192,0.98
16193,1
16194,0.95
16195,0.54
16196,0.56
16197,0.89
16198,0.82
16199,0.18
16200,0.07
16201,0.58
16202,0.71
16203,0
16204,0.37
16205,0.03
16206,0.7
16207,0.96
16208,0.76
16209,0.99
16210,0.09
16211,0.96
16212,0.17
16213,1
16214,0.68
16215,0.91
16216,0.88
16217,1
16218,0.33
16219,0.04
16220,0.93
16221,0.73
16222,0.28
16223,0.15
16224,0.13
16225,0.04
16226,0.1
16227,0.21
16228,0.82
16229,0.92
16230,0.28
16231,0.81
16232,0.09
16233,0.7
16234,0.95
16235,0.1
16236,0.58
16237,0.31
16238,0.2
16239,0.03
16240,0.44
16241,0.03
16242,0.22
16243,0.82
16244,0.62
16245,0.95
16246,0.39
16247,0.94
16248,0.99
16249,0.98
16250,0.98
16251,0.98
16252,0.02
16253,0.67
16254,0.81
16255,0.86
16256,0.05
16257,0.59
16258,0.06
16259,0.68
16260,0.37
16261,0.91
16262,0.42
16263,0.21
16264,0.06
16265,0.79
16266,0.01
16267,0.65
16268,0.99
16269,0.11
16270,0.98
16271,0.98
16272,1
16273,0.44
16274,0.98
16275,0.97
16276,0.04
16277,0.92
16278,0.9
16279,0.73
16280,0.95
16281,0.5
16282,0.04
16283,0.18
16284,0.32
16285,0.98
16286,0.5
16287,0.97
16288,0.89
16289,0.09
16290,0.91
16291,0.78
16292,0.22
16293,0.84
16294,0.18
16295,0.32
16296,0.06
16297,0.1
16298,0.65
16299,0.82
16300,0.1
16301,0.94
16302,0.08
16303,1
16304,0.13
16305,0.99
16306,0.96
16307,0.85
16308,0.06
16309,0.04
16310,0.8
16311,0.12
16312,1
16313,0.74
16314,0.4
16315,0.79
16316,0.26
16317,0.65
16318,0.97
16319,0.02
16320,0.94
16321,0.23
16322,0.35
16323,0.08
16324,0.9
16325,0.08
16326,0.86
16327,0.58
16328,0.96
16329,0.87
16330,0.33
16331,0.96
16332,0.99
16333,0.33
16334,0.04
16335,0.09
16336,0.91
16337,1
16338,0.62
16339,0.98
16340,0.95
16341,0.16
16342,1
16343,0.13
16344,0.82
16345,0.57
16346,0.95
16347,0.66
16348,0.02
16349,0.84
16350,0.71
16351,0.91
16352,0.2
16353,0.25
16354,0.17
16355,0.08
16356,0.98
16357,0.87
16358,0.99
16359,1
16360,0.9
16361,0.59
16362,0.02
16363,0.99
16364,0.1
16365,0.4
16366,0.99
16367,0.07
16368,0.01
16369,0.97
16370,0.93
16371,0.56
16372,0.28
16373,0.04
16374,1
16375,0.02
16376,0.99
16377,0.96
16378,0.53
16379,0.31
16380,0.7
16381,0.79
16382,0.7
16383,0.97
16384,0.26
16385,0.97
16386,0.1
16387,1
16388,0.82
16389,0.28
16390,0.72
16391,0.09
16392,0.92
16393,0.14
16394,0.99
16395,0.18
16396,0.99
16397,0.08
16398,0.07
16399,0.69
16400,0.1
16401,0.58
16402,0.17
16403,0.73
16404,0.97
16405,0.82
16406,0.11
16407,0.9
16408,0.99
16409,0.18
16410,0.47
16411,0.26
16412,0.4
16413,0.06
16414,0.92
16415,0.03
16416,0.33
16417,0.96
16418,0.89
16419,0.52
16420,0.98
16421,0.01
16422,0
16423,0.05
16424,0.22
16425,0.72
16426,0.99
16427,0.15
16428,0.18
16429,0.15
16430,0.27
16431,0.85
16432,0.02
16433,0.33
16434,0.34
16435,0.21
16436,0.45
16437,0.56
16438,0.99
16439,0.93
16440,0.94
16441,0.05
16442,0.99
16443,0.18
16444,0.19
16445,0.97
16446,1
16447,0.95
16448,0.09
16449,0.91
16450,1
16451,0.14
16452,0.03
16453,0.05
16454,0.93
16455,0.98
16456,0.02
16457,0.18
16458,0.93
16459,0.4
16460,0.27
16461,0.73
16462,0.05
16463,0.24
16464,0.3
16465,0.91
16466,0.55
16467,0.05
16468,0.24
16469,0.94
16470,0.95
16471,0.24
16472,0.42
16473,0.6
16474,0.95
16475,0.2
16476,0.99
16477,0.02
16478,0.22
16479,0.2
16480,0.99
16481,0.07
16482,0.7
16483,0.9
16484,0.93
16485,0.98
16486,0.25
16487,0.09
16488,0.22
16489,0.76
16490,0.27
16491,0.96
16492,0.14
16493,0.83
16494,0.94
16495,0.96
16496,0.24
16497,0.85
16498,0.13
16499,0.65
16500,0.36
16501,0.6
16502,0
16503,0.43
16504,0.67
16505,0.96
16506,0.07
16507,0.9
16508,0.82
16509,0.98
16510,0.13
16511,0.96
16512,0.98
16513,0.96
16514,0.91
16515,0.09
16516,0.28
16517,0.99
16518,0
16519,0.92
16520,0.11
16521,0.31
16522,0.87
16523,0.03
16524,0.86
16525,0.62
16526,0.19
16527,0.8
16528,0.02
16529,0.95
16530,0.98
16531,0
16532,0.94
16533,1
16534,0.98
16535,0
16536,0.87
16537,0.05
16538,0.2
16539,0.51
16540,0.97
16541,0.35
16542,0.46
16543,0.14
16544,1
16545,0.88
16546,0.04
16547,0.92
16548,0.92
16549,0.96
16550,0.03
16551,0.99
16552,0.01
16553,0.75
16554,0.98
16555,0.99
16556,0.97
16557,0.03
16558,0.77
16559,0.07
16560,0.92
16561,0.55
16562,0.8
16563,0.97
16564,0.39
16565,0.23
16566,0.97
16567,0.36
16568,0.92
16569,0.81
16570,0.9
16571,0.99
16572,0.15
16573,0.63
16574,0.38
16575,0.98
16576,0.1
16577,0.56
16578,0.93
16579,0.27
16580,0.1
16581,0.49
16582,0.91
16583,0.99
16584,0.39
16585,0.56
16586,0.79
16587,0.92
16588,0.25
16589,0.98
16590,0
16591,0.02
16592,0.12
16593,0.5
16594,0.78
16595,0.83
16596,0.39
16597,0.97
16598,1
16599,0.63
16600,0.94
16601,0.9
16602,0.09
16603,0.01
16604,0.89
16605,0.19
16606,0.12
16607,0.67
16608,0.1
16609,0.7
16610,0.98
16611,0.82
16612,0.31
16613,0.6
16614,0.78
16615,0.09
16616,0.41
16617,0.02
16618,0.98
16619,0.99
16620,0.03
16621,0.99
16622,0.12
16623,0.63
16624,0.78
16625,0.02
16626,0.52
16627,0.88
16628,0.9
16629,0.55
16630,0.08
16631,0.95
16632,0.04
16633,0.05
16634,0.6
16635,0.96
16636,0.14
16637,0.21
16638,0.99
16639,0.96
16640,0.98
16641,0.34
16642,0.99
16643,0.17
16644,0.06
16645,0.15
16646,0.98
16647,0.06
16648,0
16649,1
16650,0.74
16651,0.05
16652,0.03
16653,0.02
16654,0.01
16655,0.9
16656,0.97
16657,0.08
16658,0.92
16659,0.07
16660,0.98
16661,0.08
16662,0.71
16663,0.46
16664,0.07
16665,0.97
16666,0.41
16667,1
16668,0.1
16669,0.88
16670,0.95
16671,0.06
16672,0.97
16673,0.97
16674,0.99
16675,0.25
16676,0.1
16677,0.74
16678,0.29
16679,0.87
16680,0.1
16681,0.13
16682,0.25
16683,0.06
16684,1
16685,1
16686,0.72
16687,0
16688,0.01
16689,0.34
16690,0.94
16691,0.98
16692,0.4
16693,0.16
16694,0.5
16695,0.98
16696,0
16697,0.99
16698,0.09
16699,0.87
16700,0.68
16701,1
16702,0.85
16703,1
16704,0.98
16705,1
16706,0.96
16707,0.94
16708,0.01
16709,0.24
16710,0.04
16711,0.97
16712,0.36
16713,0.23
16714,0.95
16715,0.99
16716,0.92
16717,0
16718,0.21
16719,0.83
16720,1
16721,0.99
16722,0
16723,0.49
16724,0.18
16725,0.04
16726,0.4
16727,1
16728,0.96
16729,0.43
16730,0.62
16731,0.01
16732,0
16733,0.97
16734,0.65
16735,0.74
16736,0.92
16737,0.07
16738,0.44
16739,0.97
16740,0.19
16741,0.81
16742,0.99
16743,0.09
16744,0.99
16745,0.41
16746,0.96
16747,0.93
16748,0.3
16749,0.98
16750,0.01
16751,0.87
16752,0.19
16753,0.02
16754,0.07
16755,0.01
16756,0.15
16757,0.15
16758,0.39
16759,0.97
16760,0.6
16761,0.29
16762,0.03
16763,1
16764,0.56
16765,0.54
16766,0.28
16767,0.96
16768,0.72
16769,0.321090691
16770,0.78
16771,0.59
16772,0.06
16773,0.11
16774,0.4
16775,0.13
16776,1
16777,1
16778,0.66
16779,0
16780,0.29
16781,0.14
16782,0.9
16783,0.92
16784,0.03
16785,0.92
16786,0.95
16787,0
16788,0.11
16789,0.78
16790,0.97
16791,0.62
16792,0.05
16793,0.13
16794,0.27
16795,0.48
16796,0.99
16797,0.01
16798,0.97
16799,1
16800,0.32
16801,0.18
16802,1
16803,0.27
16804,0.09
16805,0.99
16806,0.2
16807,0.82
16808,0.91
16809,0.33
16810,0.98
16811,0.74
16812,0.78
16813,0.62
16814,0.03
16815,0.91
16816,0.97
16817,0.02
16818,0.57
16819,0.03
16820,0.66
16821,1
16822,0.25
16823,0.66
16824,0.57
16825,0.54
16826,0.47
16827,0.96
16828,0.1
16829,0.78
16830,0.43
16831,0.08
16832,0.09
16833,0.13
16834,0.99
16835,0.07
16836,0.98
16837,0.99
16838,1
16839,0.48
16840,0.43
16841,0.3
16842,0.95
16843,0.27
16844,0.17
16845,0.38
16846,0.82
16847,0.7
16848,0.31
16849,0.74
16850,0.91
16851,0.85
16852,0.99
16853,0.33
16854,0.2
16855,0.52
16856,0.54
16857,0.56
16858,0.95
16859,0.07
16860,0.28
16861,0.28
16862,0.94
16863,0.18
16864,0.21
16865,0.99
16866,0
16867,0.9
16868,0.12
16869,1
16870,0.01
16871,0.96
16872,0.35
16873,0.86
16874,0.11
16875,0.22
16876,0.92
16877,0.11
16878,0.87
16879,0.38
16880,0.01
16881,0.49
16882,0.94
16883,0.92
16884,0.61
16885,1
16886,0.59
16887,0.95
16888,0.72
16889,0.76
16890,0.62
16891,0
16892,0.11
16893,0.18
16894,0.98
16895,0.99
16896,0.75
16897,0.69
16898,0.93
16899,0.07
16900,0.58
16901,0.14
16902,0.92
16903,0.25
16904,0.15
16905,0
16906,1
16907,0.95
16908,0.07
16909,0.85
16910,0.62
16911,0
16912,0.72
16913,0.41
16914,0.73
16915,0.06
16916,0.99
16917,0.98
16918,0
16919,0.98
16920,0.22
16921,0.98
16922,0.83
16923,0.68
16924,0.63
16925,0.05
16926,0.03
16927,0.94
16928,0.99
16929,0.07
16930,0.96
16931,0.57
16932,0.99
16933,0.93
16934,0.15
16935,0.84
16936,0.95
16937,0.07
16938,0.47
16939,0.34
16940,0.96
16941,0.94
16942,0.8
16943,0.68
16944,0.06
16945,0.13
16946,1
16947,0.95
16948,0.33
16949,0.04
16950,0.34
16951,0.44
16952,0.41
16953,0
16954,0.59
16955,0.76
16956,0.36
16957,0.35
16958,0.98
16959,0.96
16960,0.53
16961,0.45
16962,0.02
16963,0.2
16964,0.86
16965,0.32
16966,0.33
16967,0.07
16968,0.01
16969,0.57
16970,0.46
16971,0.79
16972,0.99
16973,0
16974,0.99
16975,0.87
16976,0.99
16977,0.01
16978,0.22
16979,0.7
16980,0.99
16981,0.99
16982,0.96
16983,0.59
16984,0.32
16985,0.95
16986,0.09
16987,0.86
16988,0.06
16989,0.6
16990,0.02
16991,1
16992,0.22
16993,0.91
16994,0.84
16995,0.36
16996,0.09
16997,1
16998,0.62
16999,0.95
17000,0.99
17001,0.14
17002,0.25
17003,1
17004,0.8
17005,0.4
17006,0.02
17007,0.96
17008,0.11
17009,0.99
17010,0.3
17011,0.52
17012,0.24
17013,0.39
17014,0.78
17015,0.98
17016,0.94
17017,0.81
17018,0.94
17019,0.98
17020,0.72
17021,0.98
17022,0.62
17023,0.96
17024,0.93
17025,0.71
17026,0.04
17027,0.96
17028,0.94
17029,0.48
17030,0.93
17031,0.08
17032,0.04
17033,0.28
17034,0.98
17035,0.95
17036,1
17037,0.05
17038,0.78
17039,0.01
17040,0.82
17041,0.99
17042,0.05
17043,0.08
17044,0.25
17045,0.84
17046,0.61
17047,0.97
17048,0.95
17049,0.1
17050,0.99
17051,0.99
17052,0.2
17053,0.51
17054,0.02
17055,0.24
17056,0.85
17057,0.99
17058,0.08
17059,0.8
17060,0.84
17061,0.55
17062,0.14
17063,0.1
17064,0.53
17065,0.04
17066,0.05
17067,0.07
17068,0.95
17069,0.96
17070,1
17071,1
17072,0.1
17073,0.13
17074,0.48
17075,0.19
17076,0.09
17077,0.09
17078,0.05
17079,0.21
17080,0.82
17081,0.02
17082,0.99
17083,0.87
17084,0.24
17085,0.71
17086,0.9
17087,0.96
17088,0.74
17089,0.95
17090,0.57
17091,0.07
17092,0.93
17093,0.14
17094,0.95
17095,0.07
17096,0.47
17097,0.16
17098,0.72
17099,0.82
17100,0.57
17101,0.97
17102,0.07
17103,0.17
17104,0.92
17105,1
17106,0.47
17107,0.97
17108,0.42
17109,0.78
17110,0
17111,0.32
17112,0.64
17113,0.75
17114,0.82
17115,0.98
17116,0.75
17117,1
17118,0.68
17119,0.29
17120,1
17121,0.92
17122,0.17
17123,1
17124,0.32
17125,0.99
17126,0.05
17127,1
17128,0.98
17129,0.01
17130,0.73
17131,0.25
17132,0.74
17133,0.71
17134,0.62
17135,0.51
17136,0.67
17137,0.29
17138,0.82
17139,0.69
17140,0.87
17141,0.35
17142,0.32
17143,0.34
17144,0.78
17145,0.26
17146,0.51
17147,0.83
17148,0.54
17149,0.88
17150,0.32
17151,0.81
17152,0.97
17153,0.8
17154,0
17155,0.17
17156,1
17157,0.97
17158,0.01
17159,0.19
17160,0.72
17161,0.69
17162,0.35
17163,0.9
17164,0.02
17165,0.37
17166,0.63
17167,0.52
17168,0.53
17169,0.45
17170,0.74
17171,0.05
17172,0.35
17173,0.84
17174,0.07
17175,0.22
17176,0.23
17177,0.59
17178,0.13
17179,0.03
17180,0.85
17181,0.03
17182,0.94
17183,0.91
17184,0.02
17185,0.82
17186,0.11
17187,0.83
17188,0.04
17189,0.01
17190,0.99
17191,0.11
17192,0.06
17193,0.97
17194,0.02
17195,0.02
17196,0.96
17197,0.4
17198,0.13
17199,0
17200,0.99
17201,0.99
17202,0.13
17203,0.36
17204,0.08
17205,0.19
17206,0.26
17207,0.25
17208,0.78
17209,0.63
17210,0.39
17211,0.22
17212,0.94
17213,0.92
17214,0.67
17215,0.05
17216,0.59
17217,0.76
17218,0.49
17219,0.17
17220,0.7
17221,0.86
17222,0.25
17223,1
17224,0.02
17225,0
17226,0.82
17227,0.97
17228,0.83
17229,0.91
17230,0.04
17231,0.29
17232,0.95
17233,0.19
17234,0.75
17235,0.9
17236,0.67
17237,0.46
17238,0.02
17239,0.64
17240,0.98
17241,0.07
17242,0.02
17243,0.15
17244,0.23
17245,1
17246,0.86
17247,0.11
17248,0.7
17249,0.62
17250,0.86
17251,0.33
17252,0.71
17253,0.97
17254,0.81
17255,0.28
17256,0.79
17257,0.96
17258,0.61
17259,0.1
17260,0.26
17261,0.82
17262,0.99
17263,0.17
17264,0.38
17265,0.98
17266,0.226338674
17267,0.98
17268,0.66
17269,0.91
17270,1
17271,0.8
17272,0.08
17273,0.22
17274,0.07
17275,1
17276,0.98
17277,0.23
17278,0.67
17279,0.23
17280,0.05
17281,0.98
17282,1
17283,0.07
17284,0.99
17285,0.02
17286,0.96
17287,0.5
17288,0.28
17289,0.31
17290,0.83
17291,0.98
17292,0.98
17293,0.27
17294,0.09
17295,0.18
17296,0.33
17297,0.12
17298,0.49
17299,0.1
17300,0.77
17301,0.98
17302,0.04
17303,0.05
17304,0.07
17305,0.11
17306,0.81
17307,0.19
17308,0.87
17309,0
17310,0.76
17311,0.98
17312,0.93
17313,0.35
17314,0.18
17315,0.84
17316,0.11
17317,0.25
17318,0.04
17319,0.93
17320,0.91
17321,0.49
17322,0.9
17323,0.74
17324,0.41
17325,0.19
17326,0.01
17327,0.12
17328,0.02
17329,0.99
17330,0.18
17331,0.11
17332,1
17333,0.97
17334,0.76
17335,0.71
17336,0.39
17337,0.94
17338,1
17339,0.17
17340,0.81
17341,0.48
17342,0.96
17343,0.64
17344,0.93
17345,0.42
17346,0.06
17347,0.96
17348,0.93
17349,0.84
17350,0.25
17351,0.99
17352,0.87
17353,0.29
17354,0.96
17355,0.82
17356,0.13
17357,0.53
17358,0.99
17359,0.78
17360,0.72
17361,0.22
17362,0.94
17363,0.79
17364,0.95
17365,0.13
17366,0.99
17367,0.03
17368,0.49
17369,0.07
17370,0.99
17371,0.38
17372,1
17373,0.05
17374,0.55
17375,0.02
17376,0.27
17377,0.99
17378,0.99
17379,0.89
17380,1
17381,1
17382,0.49
17383,0.79
17384,0.38
17385,0.9
17386,1
17387,0.26
17388,0.95
17389,0.99
17390,0.97
17391,0.05
17392,0.02
17393,0.36
17394,0.17
17395,0.1
17396,1
17397,1
17398,0.19
17399,0.46
17400,0.96
17401,0.04
17402,0.11
17403,0.26
17404,1
17405,0.95
17406,0.2
17407,0.67
17408,0.61
17409,0.14
17410,0.49
17411,0.98
17412,0.69
17413,0.14
17414,0.84
17415,0.39
17416,0.07
17417,0.04
17418,0.98
17419,0
17420,0.5
17421,0.03
17422,0.65
17423,0.19
17424,0.09
17425,0.07
17426,0.63
17427,0.07
17428,0.05
17429,0.45
17430,0.43
17431,1
17432,0.98
17433,0.7
17434,0.27
17435,0.79
17436,1
17437,0.38
17438,0.75
17439,0.94
17440,0.44
17441,0.42
17442,0.02
17443,0.91
17444,0.97
17445,0.23
17446,0.14
17447,0.33
17448,0.94
17449,0.65
17450,0.8
17451,0.1
17452,0.96
17453,0.11
17454,0.42
17455,0.11
17456,0.87
17457,0
17458,0.02
17459,0.12
17460,0.11
17461,0.46
17462,0.86
17463,0.01
17464,0.95
17465,0.15
17466,0.03
17467,0.04
17468,0.41
17469,0.79
17470,1
17471,0.71
17472,0.34
17473,0.07
17474,0.16
17475,0.09
17476,0.17
17477,0.17
17478,0.56
17479,0.19
17480,0.96
17481,0.85
17482,0.98
17483,0.18
17484,0.48
17485,0.96
17486,0.94
17487,1
17488,0.85
17489,0.05
17490,0
17491,1
17492,0.08
17493,0.89
17494,0.4
17495,0.03
17496,0.05
17497,0.92
17498,0.05
17499,0.23
17500,0.02
17501,0.83
17502,0.08
17503,0.04
17504,0.98
17505,0.95
17506,0.98
17507,0.94
17508,0.6
17509,0.82
17510,0.62
17511,0.75
17512,1
17513,0.95
17514,0.97
17515,0.8
17516,0.94
17517,0.08
17518,0.95
17519,0.78
17520,0.99
17521,0.99
17522,0.97
17523,0.41
